"","X","userid","wave_id","agescreen","age","gender","education","adults","children","employment","income","footage","ssn_precip","ssn_tmp","drghtfreq","drghtsev","fldfreq","fldsev","avgtmp","tmpextrm","evntexp_wind","evntexp_drght","evntexp_rain","evntexp_cold","evntexp_snow","evntexp_ice","evntexp_flood","evntexp_torn","evntexp_fire","evntfreq_wind","evntfreq_rain","evntfreq_cold","evntfreq_snow","evntfreq_ice","evntfreq_torn","evntfreq_fire","evntfutfreq_wind","evntfutfreq_drght","evntfutfreq_rain","evntfutfreq_cold","evntfutfreq_snow","evntfutfreq_ice","evntfutfreq_flood","evntfutfreq_torn","evntfutfreq_fire","wtr_bill_totcost","wtr_bill_dk","wtr_use","wtr_short","mntain_lawn","wtr_qual","wtr_safe","wtr_comm","wtr_farm","wtr_steps_flush","wtr_steps_flow","wtr_steps_bath","wtr_steps_lawn","wtr_steps_car","wtr_steps_othr","wtr_steps_spec","enrgy_sourc_elec","enrgy_sourc_natgas","enrgy_sourc_prop","enrgy_sourc_wood","enrgy_sourc_othr","enrgy_sourc_othr_spec","elec_bill_totcost","elec_bill_dk","elec_use","elec_out","gas_bill_totcost","gas_bill_dk","gas_use","enrgy_steps_lghts","enrgy_steps_ac","enrgy_steps_heat","enrgy_steps_savappl","enrgy_steps_unplug","enrgy_steps_insul","enrgy_steps_savdoor","enrgy_steps_othr","enrgy_steps_othr_spec","party","party_spec","lean","ideol","cncrn_secur","cncrn_health","cncrn_enrgy","cncrn_trns","cncrn_tax","cncrn_edu","cncrn_econ","glbwrm_ok","time_outside","spent_outside","cmpr_time_outside","hlth_status","nghbrhd_deal","nghbrhd_close","nghbrhd_care","nghbrhd_not","nghbrhd_eyes","nghbrhd_help","wthr_info_paper","wthr_info_web","wthr_info_govweb","wthr_info_loctv","wthr_info_cabtv","wthr_info_radio","wthr_info_fam","wthr_info_soc","wthr_info_othr","wthr_info_othr_spec","dot_answr","click_bluedot","begin_datetime","end_datetime","is_statewide","hispanic","race","race_spec","evntexp_heat","evntexp_ethqk","evntfreq_heat","evntfreq_ethqk","evntfutfreq_heat","evntfutfreq_ethqk","wtr_steps_leaks","wtr_steps_ldry","enrgy_sourc_geo","enrgy_steps_bulbs","wthr_info_phone","mntain_flwr","mntain_veg","glbcc","glbcc_cert","glbcc_risk","is_payne","is_okcity","evntexp_hail","evntfreq_hail","evntfutfreq_hail","wtr_freq","cncrn_natres","confirm_zip","is_kiamichi","is_washita","is_canadian","consent","home_lot","ethqk_risk","ethqk_cause","ethqk_risk_mgmt","ethqk_risk_rand","ethqk_risk_fed_mgmt","glbwrm_risk_rand","glbwrm_risk_mgmt","glbwrm_risk_fed_mgmt","know_fire","purp_fire","purp_fire_exp","useful_val_fire","use_fire_rural","nofire_notrain","nofire_notnear","nofire_othr","nofire_othr_spec","urban_fire","fire_implmnt","okelec_foss","okelec_nuc","okelec_renew","solar_prop","heard_netmeter","net_met_info","ok_net_met","vote","vote_2016","vote_cand","vote_cand_spec","vote_cand_spt","f.gender","f.party","f.party.2","r.ind","f.ind","r.rep","f.rep","r.dem","f.dem","f.edu","f.race","r.race","f.race.2","r.white","f.white","r.AfricanAmer","f.AfricanAmer","r.age","f.age","f.age.2","r.ideology","f.ideology","f.glbwrm_ok"
"11",165,"Nm-W102250","Wave 12 (Fall 2016)",1,44,0,6,2,0,4,70000,1700,3,3,1,1,2,2,3,3,0,0,0,0,0,0,0,0,0,2,2,3,1,2,1,1,2,2,3,3,3,2,2,1,2,70,0,2,0,1,2,4,2,2,0,0,0,0,0,0,NA,1,0,1,0,0,NA,150,0,2,0,NA,NA,NA,1,1,1,0,0,0,0,0,NA,1,NA,NA,3,7,9,7,7,7,9,9,1,2,2,2,4,5,3,4,4,5,3,NA,NA,NA,"About once a day","About once a day","Several times a day",NA,"Several times a day",NA,NA,NA,1,1481041874,1481042597,1,0,2,NA,0,1,3,3,3,3,0,0,0,0,NA,0,0,1,7,9,0,0,0,1,2,5,7,74011,0,0,0,"Yes, I agree to participate in this study",2,9,2,10,"managing",9,"regulating",8,NA,2,NA,NA,1,NA,NA,NA,NA,NA,0,1,"0","0","100",0,0,1,2,1,1,1,NA,3,"Women","Dem","Dem",0,"Non Ind",0,"Non Rep",1,"Dem","Bachelor's Degree","African Amer",1,"African Amer",0,"Non White",1,"AfricanAmer",3,"41-50","(17.9,58.5]",2,"Moderate","Yes"
"12",177,"Nm-W102266","Wave 12 (Fall 2016)",1,46,1,4,2,0,4,70000,1900,2,2,1,1,2,2,2,2,1,0,1,0,0,0,1,0,1,2,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,60,0,2,0,1,2,2,5,5,0,0,0,0,0,0,NA,1,1,0,1,0,NA,90,0,2,1,50,0,2,1,1,1,0,0,0,0,0,NA,2,NA,NA,7,10,9,8,8,9,8,9,0,3,3,2,4,6,5,1,1,7,6,"Never","Never","Never","Several times per week","Never","Several times a day","Never","About once a day",NA,NA,NA,1,1481509312,1481510678,1,0,6,NA,1,1,2,2,2,2,0,0,0,1,"About once a day",1,1,0,9,2,0,0,0,1,2,5,6,74014,0,0,0,"Yes, I agree to participate in this study",2,3,3,3,"managing",1,"managing",0,0,1,1,"Controlled fire for a specific area
",1,NA,NA,NA,NA,NA,1,1,"70","0","30",0,1,1,4,1,1,NA,"Private",5,"Men","Rep","Rep",0,"Non Ind",1,"Rep",0,"Non Dem","Some College","2+ races",3,"Other",0,"Non White",0,"Non AfricanAmer",3,"41-50","(17.9,58.5]",3,"Conservative","No"
"13",190,"Nm-W102281","Wave 12 (Fall 2016)",1,39,1,5,2,0,4,180000,2000,2,2,1,2,2,2,3,2,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,3,2,2,3,2,2,2,2,2,40,0,3,0,0,2,4,4,3,0,0,0,0,0,0,NA,1,1,0,0,0,NA,150,0,2,0,40,0,2,1,1,1,0,0,0,0,0,NA,2,NA,NA,4,6,7,7,7,5,8,6,2,3,3,2,3,4,5,2,2,6,5,"Never","Several times a day","Never","Several times a day","Less than once per week","About once a day","About once per week","Never",NA,NA,NA,1,1481205299,1481206469,1,0,1,NA,0,0,2,3,3,3,0,0,0,0,"Several times a day",0,0,1,6,7,0,0,0,2,2,NA,7,74014,0,0,0,"Yes, I agree to participate in this study",2,7,2,8,"regulating",5,"regulating",5,5,1,1,"To help with underbrush growth, restore natural grasses and plants, to help eliminate fossil fuels that are laying around (ie: dead/fallen trees and limbs).",1,NA,NA,NA,NA,NA,2,1,"25","0","75",0,0,1,3,1,0,NA,NA,NA,"Men","Rep","Rep",0,"Non Ind",1,"Rep",0,"Non Dem","2 year/Associates","White",2,"White",1,"White",0,"Non AfricanAmer",2,"31-40","(17.9,58.5]",2,"Moderate",NA
"14",203,"Nm-W102301","Wave 12 (Fall 2016)",1,51,0,5,3,0,4,56000,1600,1,3,2,2,2,2,3,2,1,0,1,0,0,0,0,0,0,3,2,2,1,1,2,2,3,1,2,2,1,1,2,2,2,48,0,2,0,0,3,9,4,4,0,0,1,0,1,0,NA,1,1,0,0,0,NA,99,0,2,1,49,0,2,0,1,1,0,0,0,0,0,NA,2,NA,NA,6,8,9,8,8,9,10,10,2,2,3,2,3,5,6,2,2,6,4,"Never","Never","Never","Several times a day","Never","Several times a day","About once a day","Several times a day",NA,NA,1,0,1481590607,1481591487,1,0,1,NA,0,1,2,3,2,2,1,0,0,0,"Several times a day",0,0,1,4,8,0,0,0,2,2,NA,6,74015,0,0,0,"Yes, I agree to participate in this study",2,8,2,9,"regulating",9,"regulating",7,9,1,1,"Clearing land for agriculture, bugs and for building",1,NA,NA,NA,NA,NA,1,1,"50","25","25",0,0,1,4,1,1,0,NA,2,"Women","Rep","Rep",0,"Non Ind",1,"Rep",0,"Non Dem","2 year/Associates","White",2,"White",1,"White",0,"Non AfricanAmer",4,"51-60","(17.9,58.5]",3,"Conservative",NA
"15",216,"Nm-W102321","Wave 12 (Fall 2016)",1,25,1,2,2,3,4,12480,500,2,3,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,67,0,2,0,1,1,2,4,4,0,0,0,0,0,0,NA,1,1,0,0,0,NA,100,0,2,0,75,0,2,0,1,1,0,0,0,0,0,NA,3,NA,1,4,8,9,8,6,8,9,9,1,2,3,2,2,2,1,3,5,2,2,"Never","Never","Never","About once per week","Less than once per week","About once a day","Several times a day","Several times a day",NA,NA,2,0,1481037623,1481038474,1,0,1,NA,0,1,2,3,2,3,0,0,0,0,"Several times a day",0,0,1,6,8,0,0,0,2,2,1,9,74016,0,0,0,"Yes, I agree to participate in this study",3,8,1,4,"regulating",6,"regulating",7,9,1,1,"Usually farmers use prescribed fires to burn their field to get it ready to plant crops",1,0,0,0,1,"i live in a trailer park",NA,NA,"50","0","50",0,0,1,4,0,NA,NA,NA,NA,"Men","Ind","Ind",1,"Ind",0,"Non Rep",0,"Non Dem","HS/GED","White",2,"White",1,"White",0,"Non AfricanAmer",1,"18-30","(17.9,58.5]",2,"Moderate","Yes"
"16",229,"Nm-W102346","Wave 12 (Fall 2016)",1,74,1,6,2,0,8,65000,2250,1,3,3,2,1,1,3,3,1,1,0,0,0,0,0,0,1,3,2,1,1,1,1,3,3,3,2,2,2,2,1,2,3,NA,1,2,0,1,3,8,4,3,0,0,0,1,0,0,NA,1,1,0,0,0,NA,NA,1,2,0,45,0,2,0,1,1,0,0,0,0,0,NA,1,NA,NA,3,6,10,9,8,10,10,10,1,1,2,3,3,3,3,5,4,4,2,"About once a day","Several times a day","Never","Less than once per week","Less than once per week","Never","Never","Never",NA,NA,1,0,1481426259,1481426849,1,0,1,NA,0,1,2,3,2,3,0,0,0,0,"Never",0,0,1,7,9,0,0,0,1,1,1,10,74017,0,0,0,"Yes, I agree to participate in this study",2,10,2,9,"regulating",6,"regulating",9,10,1,2,NA,0,NA,NA,NA,NA,NA,0,1,"60","0","40",0,0,1,3,1,1,1,NA,3,"Men","Dem","Dem",0,"Non Ind",0,"Non Rep",1,"Dem","Bachelor's Degree","White",2,"White",1,"White",0,"Non AfricanAmer",6,"71+","(58.5,99.1]",2,"Moderate","Yes"
"17",242,"Nm-W102467","Wave 12 (Fall 2016)",1,83,1,6,2,NA,8,NA,1900,1,3,3,3,1,1,3,3,0,1,0,0,0,0,0,0,0,1,1,1,1,1,2,1,2,2,2,1,2,2,2,2,2,28,0,1,0,1,2,7,3,2,0,0,0,1,0,0,NA,1,1,0,0,0,NA,69,0,2,0,40,0,2,1,0,0,0,0,0,0,0,NA,2,NA,NA,6,10,10,NA,8,9,9,9,1,2,3,2,3,4,4,2,1,4,6,"Never","Several times a day","About once a day","Several times a day","Several times a day","Never","About once per week","Never",NA,NA,1,0,1480995541,1480996801,1,0,1,NA,0,1,2,3,3,2,0,0,0,1,"Several times a day",0,0,1,7,9,0,0,0,1,2,2,9,74037,0,0,0,"Yes, I agree to participate in this study",2,8,2,10,"managing",5,"regulating",9,8,1,1,"remove dead growth allowing for new
growth as well as lessening the chance
of wildfires.",2,NA,NA,NA,NA,NA,0,1,"55","0","45",0,1,1,2,1,1,2,NA,1,"Men","Rep","Rep",0,"Non Ind",1,"Rep",0,"Non Dem","Bachelor's Degree","White",2,"White",1,"White",0,"Non AfricanAmer",6,"71+","(58.5,99.1]",3,"Conservative","Yes"
"18",255,"Nm-W102541","Wave 12 (Fall 2016)",1,48,1,1,2,1,4,28500,1900,2,1,2,2,1,1,2,2,0,0,1,0,0,0,0,0,0,2,2,2,2,1,1,2,2,2,3,3,3,3,3,2,2,110,0,1,1,1,2,7,3,3,0,0,0,1,1,1,"new washer ",1,1,0,0,0,NA,180,0,2,1,50,0,2,0,0,0,1,1,0,0,1,"use homemade paper logs for fireplace this week",2,NA,NA,6,2,9,5,9,10,9,10,0,1,3,2,4,4,4,7,1,6,2,"Never","Never","Less than once per week","About once a day","Several times a day","Less than once per week","Never","Never",NA,NA,NA,1,1481090573,1481091979,1,0,1,NA,0,1,1,3,2,3,0,1,0,1,"Several times a day",1,1,0,7,4,0,0,0,1,3,5,9,74055,0,0,0,"Yes, I agree to participate in this study",2,8,2,6,"managing",6,"regulating",0,2,2,NA,NA,1,NA,NA,NA,NA,NA,0,1,"65","0","35",0,1,2,1,0,NA,NA,NA,NA,"Men","Rep","Rep",0,"Non Ind",1,"Rep",0,"Non Dem","< HS","White",2,"White",1,"White",0,"Non AfricanAmer",3,"41-50","(17.9,58.5]",3,"Conservative","No"
"19",268,"Nm-W102613","Wave 12 (Fall 2016)",1,59,1,6,1,0,4,70000,1290,1,2,1,1,2,2,2,2,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,1,2,1,2,1,1,2,NA,1,2,0,1,3,8,4,4,0,0,0,1,0,0,NA,1,1,0,0,0,NA,NA,1,1,0,NA,1,2,0,0,0,0,0,0,0,0,NA,2,NA,NA,2,10,10,10,10,10,10,10,1,2,1,2,3,4,6,2,2,6,2,"Never","Several times a day","Several times a day","About once a day","Less than once per week","About once a day","Less than once per week","About once a day","Never",NA,3,0,1481330150,1481332598,1,0,1,NA,0,1,1,2,1,2,0,0,0,1,"About once a day",1,0,1,8,8,0,0,0,1,1,2,5,74063,0,0,0,"Yes, I agree to participate in this study",2,7,2,8,"managing",7,"regulating",8,8,1,1,"It is started to help put out a larger fire",1,NA,NA,NA,NA,NA,0,1,"30","30","40",0,1,1,4,1,1,0,NA,4,"Men","Rep","Rep",0,"Non Ind",1,"Rep",0,"Non Dem","Bachelor's Degree","White",2,"White",1,"White",0,"Non AfricanAmer",4,"51-60","(58.5,99.1]",1,"Liberal","Yes"
"20",282,"Nm-W102744","Wave 12 (Fall 2016)",1,64,0,6,1,0,9,NA,700,1,2,3,2,1,2,2,2,1,1,0,0,0,0,0,1,1,2,1,1,1,1,1,2,3,3,3,2,1,1,2,2,3,NA,1,2,0,0,3,7,1,1,0,0,0,1,1,0,NA,1,0,0,0,0,NA,NA,1,2,1,NA,NA,NA,0,0,0,0,0,0,0,0,NA,1,NA,NA,1,7,8,8,6,9,7,7,1,1,2,2,3,7,7,6,3,7,1,"Never","Never","About once a day","Several times a day","Several times a day","Several times per week",NA,"Never",NA,NA,NA,1,1481492242,1481494299,1,0,1,NA,1,0,2,3,3,3,0,0,0,0,"Never",0,0,1,7,10,0,0,0,1,3,NA,8,74104,0,0,0,"Yes, I agree to participate in this study",1,8,2,9,"managing",9,"regulating",8,10,1,1,"To stop the spread of a fire.
",1,NA,NA,NA,NA,NA,0,1,"30","10","60",0,1,1,4,1,1,1,NA,5,"Women","Dem","Dem",0,"Non Ind",0,"Non Rep",1,"Dem","Bachelor's Degree","White",2,"White",1,"White",0,"Non AfricanAmer",5,"61-70","(58.5,99.1]",1,"Liberal","Yes"
"21",292,"Nm-W102745","Wave 12 (Fall 2016)",1,32,1,2,1,1,3,24000,1433,2,3,1,2,2,2,3,3,0,0,0,0,0,0,0,0,0,2,2,2,1,2,2,2,2,2,2,3,3,3,2,2,2,54,0,1,0,0,4,10,4,3,0,0,0,0,0,0,NA,1,1,0,0,0,NA,68,0,1,1,54,0,2,1,1,0,0,0,0,0,0,NA,3,NA,1,2,3,7,6,5,5,10,6,1,3,3,3,4,3,2,5,4,6,1,"Never","Never","Never","Less than once per week","Never","About once a day","About once per week","Several times per week",NA,NA,NA,1,1484094685,1484096815,1,0,3,NA,0,1,2,3,2,3,0,0,0,0,"Several times per week",0,0,1,10,10,0,0,0,1,2,NA,9,74033,0,0,0,"Yes, I agree to participate in this study",2,10,2,10,"regulating",10,"regulating",10,10,1,1,"To clear land of brush and debris and/or to minimize the scale of any future wild fires.",1,NA,NA,NA,NA,NA,2,1,"0","35","65",0,1,1,4,1,1,1,NA,1,"Men","Ind","Ind",1,"Ind",0,"Non Rep",0,"Non Dem","HS/GED","Amer India",3,"Other",0,"Non White",0,"Non AfricanAmer",2,"31-40","(17.9,58.5]",1,"Liberal","Yes"
"22",317,"Nm-W102821","Wave 12 (Fall 2016)",1,30,0,4,1,1,4,35000,1000,1,1,2,1,3,1,3,2,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,NA,1,3,0,0,3,7,4,4,0,0,0,0,0,0,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,NA,1,NA,NA,4,4,4,5,5,4,5,5,1,2,2,1,3,2,1,1,6,2,1,"Never",NA,"Never",NA,"Less than once per week","Less than once per week",NA,"Several times per week",NA,NA,3,0,1481788621,1481789334,1,0,2,NA,0,1,1,3,2,3,0,0,0,0,"Several times per week",0,0,0,5,5,0,0,0,1,2,NA,5,74127,0,0,0,"Yes, I agree to participate in this study",1,5,3,5,"regulating",4,"regulating",3,5,2,NA,NA,2,NA,NA,NA,NA,NA,0,0,"50","0","50",1,0,1,2,0,NA,NA,NA,NA,"Women","Dem","Dem",0,"Non Ind",0,"Non Rep",1,"Dem","Some College","African Amer",1,"African Amer",0,"Non White",1,"AfricanAmer",1,"18-30","(17.9,58.5]",2,"Moderate","Yes"
"23",330,"Nm-W103014","Wave 12 (Fall 2016)",1,65,0,6,1,NA,5,43680,400,1,3,2,2,1,1,2,2,0,1,0,0,0,0,0,0,0,1,1,2,2,2,1,2,2,3,2,2,2,2,2,NA,2,0,0,2,0,0,2,2,3,2,0,0,0,0,0,0,NA,1,1,0,0,0,NA,NA,1,1,0,NA,1,1,0,0,0,0,0,0,0,1,"I moved to a much smaller apartment",3,NA,1,2,4,10,6,3,9,10,7,0,2,2,2,5,3,3,4,4,3,5,"Never","Less than once per week","Less than once per week","Never","Never","Never","Never","Never","About once a day","Internet home page and Local TV station online",NA,1,1481524451,1481525488,1,0,1,NA,0,1,2,3,2,3,0,0,0,0,"Never",0,0,1,9,9,0,0,0,2,2,NA,10,74120,0,0,0,"Yes, I agree to participate in this study",1,8,2,10,"managing",10,"regulating",10,10,1,1,"To get rid of dead and/or excess undergrowth that can become dry and flammable. ",2,NA,NA,NA,NA,NA,0,2,"0","0","100",0,1,1,4,1,1,1,NA,3,"Women","Ind","Ind",1,"Ind",0,"Non Rep",0,"Non Dem","Bachelor's Degree","White",2,"White",1,"White",0,"Non AfricanAmer",5,"61-70","(58.5,99.1]",1,"Liberal","No"
"24",343,"Nm-W103021","Wave 12 (Fall 2016)",1,36,1,4,2,0,4,180000,1600,3,2,2,2,2,2,2,3,1,0,0,1,0,0,0,0,0,2,1,3,2,2,2,2,3,2,2,2,2,2,2,2,2,55,0,2,0,0,2,5,4,4,0,0,0,0,0,0,NA,1,1,0,0,0,NA,100,0,2,1,55,0,2,1,1,0,0,0,0,0,0,NA,2,NA,NA,5,6,7,6,6,6,9,8,2,2,2,2,3,4,5,2,2,6,6,"Never","About once per week","About once per week","Never","Never","Less than once per week","Less than once per week","Never",NA,NA,1,0,1481204755,1481208776,1,0,1,NA,1,1,3,3,2,3,0,0,0,1,"About once a day",0,0,1,6,8,0,0,0,2,2,NA,8,74114,0,0,0,"Yes, I agree to participate in this study",2,7,2,9,"managing",9,"managing",8,9,1,1,"Puts nutrients back into the soil, clears away burnable material to help stop uncontrolled fire.",1,NA,NA,NA,NA,NA,2,1,"25","0","75",0,1,2,4,1,1,1,NA,3,"Men","Rep","Rep",0,"Non Ind",1,"Rep",0,"Non Dem","Some College","White",2,"White",1,"White",0,"Non AfricanAmer",2,"31-40","(17.9,58.5]",2,"Moderate",NA
"25",359,"Nm-W103350","Wave 12 (Fall 2016)",1,32,0,6,1,0,7,35000,800,1,3,2,2,1,1,3,1,0,1,0,0,0,0,0,0,0,2,1,1,2,2,2,1,2,1,3,3,2,2,3,3,2,NA,1,2,0,0,4,9,4,4,0,0,1,0,0,0,NA,1,0,0,0,0,NA,71,0,3,0,NA,NA,NA,1,1,1,0,0,0,0,0,NA,2,NA,NA,5,5,8,NA,4,6,10,8,1,2,2,3,4,6,3,3,1,5,3,"Never","Never","Never","About once a day","Less than once per week","Never","Less than once per week","About once per week","Never",NA,3,1,1481928857,1481930111,1,0,1,NA,1,1,2,3,2,2,0,1,0,0,"Several times a day",0,0,1,8,5,0,0,0,1,3,NA,6,74137,0,0,0,"Yes, I agree to participate in this study",2,6,2,9,"regulating",3,"regulating",5,7,1,1,"To burn off undergrowth a dead plant matter in a controlled way so that wildfires will have less fuel and be less severe.",1,NA,NA,NA,NA,NA,0,1,"50","0","50",0,1,2,3,1,1,0,NA,2,"Women","Rep","Rep",0,"Non Ind",1,"Rep",0,"Non Dem","Bachelor's Degree","White",2,"White",1,"White",0,"Non AfricanAmer",2,"31-40","(17.9,58.5]",2,"Moderate","Yes"
"26",383,"Nm-W103390","Wave 12 (Fall 2016)",1,65,0,7,1,0,3,25000,1260,2,2,1,1,1,1,2,2,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,30,0,2,0,0,3,6,4,4,0,0,0,0,0,0,NA,1,0,0,0,0,NA,88,0,2,0,NA,NA,NA,1,1,1,0,1,0,0,0,NA,3,NA,2,5,8,8,9,9,9,8,10,0,3,2,2,4,3,5,2,1,7,2,"Never","Several times a day","About once a day","Several times per week","Never","Never","Several times per week","Several times per week",NA,NA,NA,1,1481601207,1481605279,1,0,1,NA,0,1,1,3,1,3,0,0,0,0,"Several times per week",0,0,0,6,1,0,0,0,1,1,NA,9,74145,0,0,0,"Yes, I agree to participate in this study",1,8,2,10,"managing",9,"managing",3,2,1,1,"Fire can be used to quickly clear an area of an unwanted substance such as weeds or brush.",1,NA,NA,NA,NA,NA,0,1,"5","35","60",0,0,1,3,0,NA,NA,NA,NA,"Women","Ind","Ind",1,"Ind",0,"Non Rep",0,"Non Dem","Master's degree","White",2,"White",1,"White",0,"Non AfricanAmer",5,"61-70","(58.5,99.1]",2,"Moderate","No"
"27",396,"Nm-W103511","Wave 12 (Fall 2016)",1,66,1,6,3,0,4,120000,2400,1,3,3,3,3,3,3,3,1,0,0,0,0,0,0,0,0,3,1,3,2,1,2,2,3,2,2,2,2,2,2,3,2,50,0,2,0,1,3,8,4,4,0,0,0,0,0,0,NA,1,0,0,0,0,NA,140,0,2,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,2,NA,NA,6,7,8,7,7,7,8,7,1,2,2,2,4,3,4,1,2,5,5,NA,"Less than once per week","Several times a day","Several times a day","About once a day","Less than once per week","Less than once per week","Never",NA,NA,NA,1,1481161409,1481163310,1,0,1,NA,0,1,2,3,2,2,0,0,0,0,"Several times a day",1,0,1,6,6,0,0,0,1,2,4,6,74344,0,0,0,"Yes, I agree to participate in this study",3,9,2,8,"managing",6,"regulating",6,6,1,1,"Control/removal of excess foliage.",1,0,1,1,0,NA,NA,NA,"33","33","34",0,1,1,4,1,1,0,NA,4,"Men","Rep","Rep",0,"Non Ind",1,"Rep",0,"Non Dem","Bachelor's Degree","White",2,"White",1,"White",0,"Non AfricanAmer",5,"61-70","(58.5,99.1]",3,"Conservative","Yes"
"28",408,"Nm-W103599","Wave 12 (Fall 2016)",1,79,1,4,1,0,8,49000,750,1,3,3,3,2,2,3,3,0,1,0,0,0,0,0,0,0,2,1,2,1,1,1,2,2,2,2,1,1,1,2,2,1,45,0,2,0,0,2,5,3,2,0,1,1,0,0,0,NA,1,0,0,1,0,NA,30,0,2,0,NA,NA,NA,1,1,1,0,0,0,0,0,NA,1,NA,NA,2,2,10,5,10,10,10,10,1,2,3,2,4,7,4,1,1,7,6,"Never","Never","About once per week","About once a day","About once a day","Less than once per week",NA,"Never","Never",NA,NA,0,1483127332,1483128998,1,0,3,NA,1,1,2,2,2,2,0,0,0,1,"Never",0,0,1,10,10,0,0,0,1,2,NA,10,74363,0,0,0,"Yes, I agree to participate in this study",1,6,2,10,"managing",10,"managing",10,10,1,1," toprevent wildfires",1,NA,NA,NA,NA,NA,0,1,"0","0","100",0,1,1,4,1,0,NA,NA,NA,"Men","Dem","Dem",0,"Non Ind",0,"Non Rep",1,"Dem","Some College","Amer India",3,"Other",0,"Non White",0,"Non AfricanAmer",6,"71+","(58.5,99.1]",1,"Liberal","Yes"
"29",422,"Nm-W104213","Wave 12 (Fall 2016)",1,23,0,6,1,0,4,20000,1200,2,2,2,1,3,3,3,3,1,0,0,0,0,0,0,0,0,3,2,2,2,1,2,2,3,2,2,3,2,2,2,2,1,NA,1,2,0,0,2,7,3,3,0,0,1,0,0,0,NA,1,0,0,0,0,NA,NA,1,2,0,NA,NA,NA,1,1,1,0,0,0,0,0,NA,2,NA,NA,6,6,6,7,8,6,8,7,2,1,2,1,3,3,4,3,3,5,5,NA,NA,NA,NA,NA,NA,"About once per week","Several times per week",NA,NA,NA,1,1484089494,1484090528,1,0,1,NA,0,0,2,3,3,2,0,1,0,0,"Several times per week",0,0,1,4,6,0,0,0,2,2,NA,4,73401,0,0,0,"Yes, I agree to participate in this study",3,8,3,6,"regulating",7,"regulating",5,5,1,2,NA,2,1,NA,NA,NA,NA,NA,NA,"20","40","40",0,0,1,3,1,1,4,"Not disclosing",3,"Women","Rep","Rep",0,"Non Ind",1,"Rep",0,"Non Dem","Bachelor's Degree","White",2,"White",1,"White",0,"Non AfricanAmer",1,"18-30","(17.9,58.5]",3,"Conservative",NA
"30",435,"Nm-W104251","Wave 12 (Fall 2016)",1,76,0,4,2,0,8,50000,2350,1,3,3,2,1,2,3,3,1,1,0,0,0,0,0,0,0,2,2,2,2,1,2,2,3,2,2,2,3,2,2,2,2,65.08,0,2,0,1,3,8,4,3,0,0,0,0,0,0,NA,1,1,0,0,0,NA,98.54,0,2,0,28,0,2,1,1,0,1,0,0,0,0,NA,1,NA,NA,1,10,10,3,5,5,10,10,1,1,1,1,4,1,3,4,1,1,1,"Never","Never","Less than once per week","About once a day","About once per week","About once a day","Less than once per week","Never",NA,NA,1,0,1481396344,1481398374,1,0,1,NA,1,1,3,3,2,2,0,0,0,0,"Never",0,0,1,8,10,0,0,0,2,2,1,10,74145,0,0,0,"Yes, I agree to participate in this study",1,10,2,10,"managing",10,"regulating",10,10,1,1,"To eliminate underbrush and grasses to prevent wildfires and sometimes to prepare the area for new planting.",1,NA,NA,NA,NA,NA,0,1,"50","0","50",0,1,1,4,1,1,1,NA,5,"Women","Dem","Dem",0,"Non Ind",0,"Non Rep",1,"Dem","Some College","White",2,"White",1,"White",0,"Non AfricanAmer",6,"71+","(58.5,99.1]",1,"Liberal","Yes"
"31",447,"Nm-W104293","Wave 12 (Fall 2016)",1,67,1,6,2,0,8,75000,2400,2,3,2,2,2,2,1,2,0,0,0,0,0,0,0,0,0,2,2,1,1,1,2,1,3,2,2,3,3,2,2,3,2,35,0,1,0,1,3,9,4,4,0,1,0,1,1,1,"catch rain water",1,0,0,0,0,NA,85,0,1,0,NA,NA,NA,1,1,1,0,0,0,0,1,"turn off water heaters and A/C during trips away",2,NA,NA,6,3,6,3,1,2,9,7,0,3,3,2,3,2,7,1,2,7,6,"Never","Several times per week","About once per week","Several times a day","Less than once per week","Never","Never","Never","Less than once per week",NA,1,0,1481077902,1481079588,1,0,1,NA,0,1,3,3,3,NA,0,0,0,0,"Never",1,1,0,8,1,0,0,0,1,2,2,5,73401,0,0,0,"Yes, I agree to participate in this study",3,6,1,1,"managing",2,"regulating",0,2,1,1,"remove unwanted under brush and clear unwanted tree like eastern red ceder",1,0,0,0,1,"not neccesary use mechanical means",NA,NA,"75","10","15",0,0,1,3,1,1,0,NA,3,"Men","Rep","Rep",0,"Non Ind",1,"Rep",0,"Non Dem","Bachelor's Degree","White",2,"White",1,"White",0,"Non AfricanAmer",5,"61-70","(58.5,99.1]",3,"Conservative","No"
