"title","year","length","budget","rating","votes","mpaa","Action","Animation","Comedy","Drama","Documentary","Romance","Short"
"Pornographe, Le",2001,108,NA,5.9,286,NA,0,0,0,1,0,0,0
"Pornographer, The",1994,93,NA,2.6,22,NA,0,0,0,0,0,0,0
"Pornographer, The",1999,89,NA,5.6,328,"R",0,0,0,0,0,0,0
"Pornographer: A Love Story, The",2000,81,NA,2.8,24,NA,0,0,0,1,0,0,0
"Porr i skandalskolan",1974,80,NA,5.9,8,NA,0,0,1,0,0,0,0
"Porridge",1979,93,NA,6.2,206,NA,0,0,1,0,0,0,0
"Port Afrique",1956,92,NA,4.3,9,NA,0,0,0,1,0,0,0
"Port Djema",1997,95,NA,4.6,37,NA,0,0,0,1,0,0,0
"Port Sinister",1953,65,NA,4.6,17,NA,0,0,0,0,0,0,0
"Port of Hell",1954,80,NA,6.1,5,NA,0,0,0,1,0,0,0
"Port of Last Resort, The",1998,79,NA,8.2,27,NA,0,0,0,0,1,0,0
"Port of Lost Dreams",1934,71,NA,6.5,5,NA,0,0,0,1,0,1,0
"Port of New York",1949,82,NA,6.1,49,NA,0,0,0,0,0,0,0
"Port of Seven Seas",1938,81,NA,7,5,NA,0,0,0,1,0,0,0
"Porta del cannone",1969,92,NA,3.4,6,NA,0,0,0,0,0,0,0
"Portaborse, Il",1991,90,NA,7.3,121,NA,0,0,0,0,0,0,0
"Portal: The Movie",2003,29,15000,8.4,5,NA,0,0,1,0,0,0,1
"Porte aperte",1990,108,NA,6.8,109,NA,0,0,0,1,0,0,0
"Porte des Lilas",1957,95,NA,7.3,57,NA,0,0,0,1,0,0,0
"Portefeuille, Le",2003,10,NA,7.2,15,NA,0,1,0,1,0,0,1
"Portero, El",2000,88,NA,6.4,73,"R",0,0,0,1,0,0,0
"Portes de la gloire, Les",2001,89,NA,6.1,210,NA,0,0,1,1,0,0,0
"Portes de la nuit, Les",1946,100,NA,7.4,99,NA,0,0,0,1,0,0,0
"Portes tournantes, Les",1988,101,NA,6.9,51,NA,0,0,0,1,0,0,0
"Portes, Les",1993,5,NA,3,18,NA,0,0,0,0,0,0,1
"Porteuse de pain, La",1963,122,NA,6.9,10,NA,0,0,0,0,0,0,0
"Portfolio",1983,83,NA,4.2,17,NA,0,0,0,1,0,0,0
"Portiere di notte, Il",1974,115,NA,6.6,1002,NA,0,0,0,1,0,1,0
"Portile albastre ale orasului",1973,98,NA,9.7,13,NA,0,0,0,1,0,0,0
"Portishead live in N.Y.",1997,93,NA,9,130,NA,0,0,0,0,1,0,0
"Portland",1996,103,NA,6.2,89,NA,0,0,0,0,0,0,0
"Portnoy's Complaint",1972,101,NA,4.5,78,NA,0,0,1,0,0,0,0
"Porto Santo",1997,90,NA,3.8,10,NA,0,0,0,1,0,0,0
"Porto das Caixas",1962,80,NA,8,11,NA,0,0,0,1,0,0,0
"Portrait d'un assassin",1949,100,NA,5.9,19,NA,0,0,0,1,0,0,0
"Portrait from Life",1948,90,NA,6.5,12,NA,0,0,0,1,0,0,0
"Portrait in Black",1960,112,NA,5.6,116,NA,0,0,0,1,0,0,0
"Portrait in Red",1995,90,NA,2.3,23,"R",0,0,0,0,0,0,0
"Portrait in Terror",1965,81,NA,3.4,8,NA,0,0,0,0,0,0,0
"Portrait of Arshile, A",1995,4,NA,6.1,26,NA,0,0,0,0,0,0,1
"Portrait of Christy",1990,82,NA,6.5,9,NA,0,0,0,0,0,0,0
"Portrait of Jason",1967,105,NA,7.8,15,NA,0,0,0,0,1,0,0
"Portrait of Jennie",1948,86,4041000,7.5,954,NA,0,0,0,1,0,1,0
"Portrait of Seduction",1976,76,NA,7.2,5,NA,0,0,0,0,0,0,0
"Portrait of a Genius",1943,10,NA,6.4,8,NA,0,0,0,0,1,0,1
"Portrait of a Hitman",1977,86,NA,3.9,30,NA,1,0,0,1,0,0,0
"Portrait of a Lady, The",1996,142,NA,5.9,2221,"PG-13",0,0,0,1,0,0,0
"Portrait of a Mobster",1961,108,NA,6.5,25,NA,0,0,0,1,0,0,0
"Portrait of a White Marriage",1988,101,NA,5.4,12,NA,0,0,1,0,0,0,0
"Portrait of a Young Man Drowning",1999,11,NA,6.2,9,NA,0,0,0,0,0,0,1
"Portrait of the Artist as a Young Man, A",1977,92,NA,5.3,42,NA,0,0,0,1,0,0,0
"Portrait spirituel, Le",1903,2,NA,4.7,5,NA,0,0,0,0,0,0,1
"Portraits chinois",1996,111,NA,6.4,192,NA,0,0,1,0,0,1,0
"Portraits of a Killer",1996,93,NA,4.5,46,NA,1,0,0,1,0,0,0
"Portret zheny khudozhnika",1981,88,NA,8.4,7,NA,0,0,0,0,0,1,0
"Portugal S.A.",2004,95,NA,6.2,23,NA,0,0,0,1,0,0,0
"Porzus",1997,121,NA,2.3,21,NA,0,0,0,1,0,0,0
"Poseban tretman",1980,94,NA,8.1,18,NA,0,0,0,1,0,0,0
"Poseidon Adventure, The",1972,117,5000000,6.8,5591,NA,1,0,0,1,0,0,0
"Poseidon's Fury: Escape From the Lost City",1999,18,NA,5.5,9,NA,0,0,0,0,0,0,1
"Posers",2002,80,NA,4.1,86,"R",0,0,0,1,0,0,0
"Position de l'escargot, La",1999,100,NA,5.4,10,NA,0,0,0,0,0,0,0
"Positive I.D.",1987,95,NA,5.4,83,NA,0,0,0,1,0,0,0
"Posle dozhdichka, v chetverg",1985,78,NA,6.6,7,NA,0,0,0,0,0,0,0
"Posledniy poezd",2003,82,NA,6.5,28,NA,0,0,0,1,0,0,0
"Poslednja trka",1979,87,NA,8.6,5,NA,0,0,0,1,0,0,0
"Poslednji krug u Monci",1989,102,NA,7.4,16,NA,1,0,1,0,0,0,0
"Poslednyaya zhertva",1975,103,NA,6.1,8,NA,0,0,0,1,0,1,0
"Poslesloviye",1983,98,NA,8.3,7,NA,0,0,0,1,0,0,0
"Poslizg",1972,81,NA,5.6,5,NA,0,0,0,0,0,0,0
"Posljednji podvig diverzanta Oblaka",1978,108,NA,7.4,5,NA,0,0,0,0,0,0,0
"Posredine mira",1990,16,NA,9,5,NA,0,0,0,1,0,0,1
"Posse",1975,92,NA,6.1,201,NA,0,0,0,0,0,0,0
"Posse",1993,111,NA,5,686,NA,0,0,0,0,0,0,0
"Posse Cat",1954,6,NA,6.4,20,NA,0,1,1,0,0,0,1
"Posse from Hell",1961,89,NA,6.1,48,NA,0,0,0,0,0,0,0
"Possessed",1931,76,NA,6.5,145,NA,0,0,0,1,0,1,0
"Possessed",1947,108,NA,7,250,NA,0,0,0,0,0,0,0
"Possessed by the Night",1994,94,NA,3.2,103,NA,1,0,0,0,0,0,0
"Possession",1981,80,NA,6.8,727,NA,0,0,0,1,0,0,0
"Possession",1987,90,NA,4.4,14,NA,0,0,0,0,0,0,0
"Possession of Joel Delaney, The",1972,105,1300000,5.1,121,NA,0,0,0,0,0,0,0
"Posseteni ot gospoda",2001,118,NA,7.7,9,NA,0,0,0,0,0,0,0
"Possible Worlds",2000,93,NA,6.8,281,NA,0,0,0,1,0,0,0
"Possum",1997,15,NA,4.3,24,NA,0,0,0,1,0,0,1
"Possums",1998,97,1400000,5.3,66,"PG",0,0,1,1,0,0,0
"Post Concussion",1999,82,NA,6.6,24,NA,0,0,0,0,0,0,0
"Post Mortem",1999,92,NA,7.2,163,NA,0,0,0,1,0,1,0
"Post No Bills",1992,57,NA,6,24,NA,0,0,0,0,1,0,0
"Post geht ab, Die",1962,90,NA,1.9,8,NA,0,0,1,0,0,0,0
"Postage Due",1924,20,NA,5.5,5,NA,0,0,1,0,0,0,1
"Postal Inspector",1936,58,NA,5.4,10,NA,0,0,0,1,0,0,0
"Postal Worker",1998,85,NA,3,36,NA,0,0,1,0,0,0,0
"Postav dom, zasad strom",1980,93,NA,7,10,NA,0,0,0,1,0,0,0
"Postcards from America",1994,92,NA,5.6,76,NA,0,0,0,1,0,0,0
"Postcards from the Edge",1990,101,NA,6.3,2531,NA,0,0,1,1,0,0,0
"Postcards from the Future: The Chuck Palahniuk Documentary",2003,90,NA,7.8,34,NA,0,0,0,0,1,0,0
"Postel",1998,90,NA,4.9,9,NA,0,0,0,0,0,0,0
"Poster Boy",2004,104,NA,7.2,28,NA,0,0,0,1,0,0,0
"Postino, Il",1994,108,3000000,7.6,8342,"PG",0,0,1,1,0,1,0
"Postkort fra Mars",2001,27,NA,4,8,NA,0,0,0,1,0,0,1
"Postman Always Rings Twice, The",1946,113,NA,7.6,2188,NA,0,0,0,1,0,0,0
"Postman Always Rings Twice, The",1981,122,NA,6.3,2377,NA,0,0,0,1,0,1,0
"Postman's Knock",1962,88,NA,4.7,30,NA,0,0,1,0,0,0,0
"Postman, The",1997,177,80000000,5.2,8773,NA,1,0,0,1,0,0,0
"Postmark Paradise",2000,92,NA,5.4,37,"R",0,0,1,0,0,0,0
"Postmeister, Der",1940,95,NA,7.7,14,NA,0,0,0,1,0,0,0
"Posto all'inferno, Un",1969,107,NA,5.8,7,NA,0,0,0,0,0,0,0
"Posto dell'anima, Il",2003,106,NA,7.3,47,NA,0,0,1,1,0,1,0
"Posto, Il",1961,90,NA,8.2,213,NA,0,0,0,1,0,0,0
"Postriziny",1980,99,NA,7.3,199,NA,0,0,1,0,0,0,0
"Posture Pals",1952,10,NA,2.3,18,NA,0,0,0,0,0,0,1
"Posutoman burusu",1997,110,NA,7.5,323,NA,1,0,1,1,0,0,0
"Poszukiwany - poszukiwana",1973,82,NA,8.1,66,NA,0,0,1,0,0,0,0
"Pot Luck",1936,71,NA,5,5,NA,0,0,0,0,0,0,0
"Pot o' Gold",1941,86,NA,5.5,169,NA,0,0,1,0,0,1,0
"Pot-Bouille",1957,115,NA,7,37,NA,0,0,0,1,0,0,0
"Potato Fritz",1976,94,NA,4.3,26,NA,0,0,1,0,0,0,0
"Potato Hunter, The",1990,7,NA,5.8,16,NA,0,1,0,0,0,0,1
"Pote tin Kyriaki",1960,97,NA,7.3,462,NA,0,0,1,1,0,0,0
"Poteau rose, Le",2002,15,NA,7.1,6,NA,0,0,0,0,0,0,1
"Potestad",2002,90,NA,6.8,9,NA,0,0,0,1,0,0,0
"Potloodmoorden, De",1982,80,NA,5.7,10,NA,0,0,0,0,0,0,0
"Poto and Cabengo",1979,76,NA,6.1,25,NA,0,0,0,0,1,0,0
"Potomok Chingis-Khana",1928,126,NA,7.5,113,NA,1,0,0,1,0,0,0
"Potonulo groblje",2002,102,NA,3.8,15,NA,0,0,0,0,0,0,0
"Potop",1974,315,NA,8.4,144,NA,0,0,0,0,0,0,0
"Pots and Pans",1932,6,NA,4.9,8,NA,0,1,1,0,0,0,1
"Potted Psalm, The",1946,24,NA,5.6,5,NA,0,0,0,0,0,0,1
"Poulet au vinaigre",1985,110,NA,6.5,157,NA,0,0,1,0,0,1,0
"Poulet, Le",1962,15,NA,3.3,11,NA,0,0,1,0,0,0,1
"Poulette grise, La",1947,6,NA,7.8,11,NA,0,1,0,0,0,0,1
"Poulpe, Le",1998,100,NA,6.5,155,NA,0,0,1,0,0,0,0
"Poultry Pirates",1938,9,NA,6.1,5,NA,0,1,1,0,0,0,1
"Pound",1970,92,NA,4.1,29,NA,0,0,0,0,0,0,0
"Pound Puppies and the Legend of Big Paw",1988,73,NA,3.4,28,NA,0,1,0,0,0,0,0
"Pour 100 briques t'as plus rien...",1982,100,NA,5.6,84,NA,0,0,0,0,0,0,0
"Pour Sacha",1991,114,NA,5.6,92,NA,0,0,0,1,0,0,0
"Pour la peau d'un flic",1981,110,NA,6.7,174,NA,0,0,0,0,0,0,0
"Pour la suite du monde",1963,84,NA,8.6,38,NA,0,0,0,0,1,0,0
"Pour le meilleur et pour le pire",1975,117,NA,5.8,5,NA,0,0,0,0,0,0,0
"Pour le plaisir",2004,82,NA,6.2,15,NA,0,0,1,0,0,0,0
"Pour rire!",1996,100,NA,6.7,75,NA,0,0,1,0,0,0,0
"Pourkoi... passkeu",2003,6,NA,6.4,9,NA,0,0,0,0,0,0,1
"Pourquoi maman est dans mon lit?",1994,92,NA,4.7,10,NA,0,0,1,0,0,0,0
"Pourquoi pas moi?",1999,94,NA,7.1,258,NA,0,0,1,0,0,0,0
"Pourquoi pas nous?",1981,85,NA,5.9,7,NA,0,0,1,0,0,1,0
"Pourquoi pas!",1977,93,NA,7,40,NA,0,0,1,1,0,0,0
"Pourquoi se marier le jour de la fin du monde?",2000,71,NA,6.3,22,NA,0,0,0,0,0,0,0
"Pourvu qu'elles soient douces (Libertine II)",1989,18,NA,8.2,53,NA,0,0,0,0,0,1,1
"Pouvoir intime",1986,86,NA,7.3,52,NA,0,0,0,0,0,0,0
"Poveri ma belli",1957,101,NA,6.6,46,NA,0,0,1,0,0,0,0
"Povero ricco, Un",1983,92,NA,4.7,22,NA,0,0,1,0,0,1,0
"Poveste la scara 'C'",2003,14,NA,7.2,20,NA,0,0,0,0,0,0,1
"Povratak",1966,70,NA,9,6,NA,0,0,0,1,0,0,0
"Povratak",1979,94,NA,8.9,5,NA,0,0,0,1,0,0,0
"Povratak lopova",1998,90,NA,3.9,9,NA,0,0,1,0,0,0,0
"Povratak otpisanih",1976,95,NA,7.6,43,NA,1,0,0,0,0,0,0
"Powaqqatsi",1988,99,NA,7.2,962,NA,0,0,0,0,1,0,0
"Powder",1995,111,NA,6,4666,"PG-13",0,0,0,1,0,0,0
"Powder River",1953,78,NA,5.7,14,NA,0,0,0,0,0,0,0
"Powder Town",1942,78,NA,4.5,15,NA,0,0,1,1,0,0,0
"Powderburn",1995,87,NA,2.8,21,"R",0,0,0,0,0,0,0
"Powdersmoke Range",1935,72,NA,6.7,15,NA,0,0,0,0,0,0,0
"Power",1986,111,NA,5.5,414,NA,0,0,0,1,0,0,0
"Power 98",1996,89,NA,4.4,90,"R",1,0,0,0,0,0,0
"Power Elite",2002,94,NA,3.6,9,NA,1,0,0,0,0,0,0
"Power Games",1989,84,NA,2.3,8,NA,0,0,0,0,0,0,0
"Power Play",1978,102,NA,4.9,57,NA,0,0,0,1,0,0,0
"Power Play",1994,60,NA,2.9,17,NA,0,0,0,1,0,0,0
"Power Play",2002,100,NA,3.6,142,"R",1,0,0,0,0,0,0
"Power Trip",2003,86,NA,7.7,61,NA,0,0,0,0,1,0,0
"Power Within, The",1995,97,NA,4.4,44,"PG-13",1,0,0,0,0,0,0
"Power and Terror: Noam Chomsky in Our Times",2002,98,NA,6.8,142,NA,0,0,0,0,1,0,0
"Power and the Glory, The",1933,76,NA,6.5,59,NA,0,0,0,1,0,0,0
"Power and the Land",1940,38,NA,7.3,17,NA,0,0,0,0,1,0,1
"Power and the Prize, The",1956,98,NA,5.7,34,NA,0,0,0,1,0,0,0
"Power of Attorney",1995,97,NA,5.6,67,"R",1,0,0,1,0,0,0
"Power of One, The",1992,127,NA,6.7,1947,NA,0,0,0,1,0,0,0
"Power of the Press, The",1928,62,NA,8,7,NA,0,0,0,1,0,0,0
"Power of the Whistler, The",1945,66,NA,6.8,15,NA,0,0,0,0,0,0,0
"Power, The",1968,108,NA,5.8,216,NA,0,0,0,0,0,0,0
"Power, The",1984,84,NA,3.1,22,NA,0,0,0,0,0,0,0
"Powerless",2004,116,NA,7.5,12,NA,0,0,0,1,0,0,0
"Powerplay",2004,3,NA,7.5,5,NA,0,1,1,0,0,0,1
"Powerpuff Girls, The",2002,73,10000000,6.2,1334,"PG",1,1,1,0,0,0,0
"Powers",2000,28,NA,7.6,6,NA,0,0,1,0,0,0,1
"Powers Girl, The",1943,93,NA,7.1,5,NA,0,0,0,0,0,0,0
"Powers of Ten",1977,9,NA,8.3,116,NA,0,0,0,0,1,0,1
"Powwow Highway",1989,88,NA,7.1,339,NA,0,0,0,1,0,0,0
"Pozegnania",1958,90,NA,5.7,14,NA,0,0,0,1,0,0,0
"Pozegnanie jesieni",1990,84,NA,3.5,13,NA,0,0,0,1,0,0,0
"Pozegnanie z Maria",1993,87,NA,7,6,NA,0,0,0,1,0,1,0
"Poznan 56",1996,106,NA,4.9,11,NA,0,0,0,1,0,0,0
"Pozor, vizita!",1981,88,NA,7.1,23,NA,0,0,0,1,0,0,0
"Pra Frente, Brasil",1982,105,NA,7.6,36,NA,0,0,0,1,0,0,0
"Prabhupada: A Lifetime In Preparation",1996,55,NA,6.5,8,NA,0,0,0,0,0,0,0
"Practical Magic",1998,103,60000000,5.4,7786,"PG-13",0,0,0,1,0,1,0
"Practical Pig, The",1939,8,NA,8,40,NA,0,1,1,0,0,0,1
"Practically Yours",1944,90,NA,8.1,5,NA,0,0,1,0,0,0,0
"Prague",1992,88,NA,6,28,NA,0,0,0,1,0,0,0
"Prague Duet",1998,95,NA,6.3,113,"R",0,0,0,1,0,1,0
"Praha ocima",1999,101,NA,4.2,23,NA,0,0,0,0,0,0,0
"Prahaar: The Final Attack",1991,166,NA,8,31,NA,1,0,0,1,0,0,0
"Prairie Dogs",2001,9,NA,8.9,13,NA,0,0,0,0,0,0,1
"Prairie Law",1940,59,NA,6,9,NA,0,0,0,0,0,0,0
"Prairie Moon",1938,58,NA,5.9,8,NA,0,0,0,0,0,0,0
"Prairie Rustlers",1945,56,23300,5.5,5,NA,0,0,0,0,0,0,0
"Prairie Thunder",1937,55,NA,5,19,NA,0,0,0,0,0,0,0
"Praise",1998,98,NA,7,217,NA,0,0,0,1,0,0,0
"Praise Marx and Pass the Ammunition",1970,90,NA,6.3,6,NA,0,0,0,1,0,0,0
"Pramen zivota",2000,107,NA,6.9,59,NA,0,0,0,1,0,1,0
"Prancer",1989,103,NA,5.5,392,NA,0,0,0,1,0,0,0
"Pranzo della domenica, Il",2003,96,NA,6.3,19,NA,0,0,1,0,0,0,0
"Pranzo onirico, Il",1997,25,NA,9.4,5,NA,0,0,0,0,0,0,1
"Pratibandh",1990,159,NA,6.7,15,NA,1,0,0,1,0,0,0
"Pratidwandi",1972,110,NA,7.3,38,NA,0,0,0,1,0,0,0
"Prato, Il",1979,115,NA,5.9,29,NA,0,0,0,0,0,0,0
"Pravda",1970,58,NA,3.9,9,NA,0,0,0,0,1,0,0
"Prawdziwy koniec wielkiej wojny",1957,89,NA,6.2,5,NA,0,0,0,1,0,0,0
"Prawo i piesc",1966,90,NA,7.1,9,NA,0,0,0,0,0,0,0
"Prawo ojca",2000,87,NA,5.4,27,NA,0,0,0,0,0,0,0
"Praxis Dr. Hasenbein",1997,94,NA,5.6,280,NA,0,0,0,0,0,0,0
"Pray for Death",1985,92,4000000,4.4,101,NA,1,0,0,0,0,0,0
"Prayer for the Dying, A",1987,107,6000000,6.1,581,NA,1,0,0,1,0,0,0
"Prayer of the Rollerboys",1991,95,NA,4.5,390,NA,0,0,0,1,0,0,0
"Praying with Anger",1992,107,750000,4.6,80,NA,0,0,0,1,0,0,0
"Prazakum tem je hej",1990,93,NA,5.7,7,NA,0,0,0,0,0,0,0
"Prazdnik Neptuna",1986,50,NA,7,18,NA,0,0,1,0,0,0,0
"Prazdnik svyatogo Yorgena",1930,83,NA,9.1,13,NA,0,0,1,0,0,0,0
"Pre-Hysterical Hare",1958,7,NA,6.2,27,NA,0,1,1,0,0,0,1
"Pre-Hysterical Man",1948,7,NA,4.8,5,NA,0,1,1,0,0,0,1
"Preacher's Wife, The",1996,124,NA,5.2,1768,NA,0,0,1,1,0,1,0
"Preacherman",1971,87,NA,4.4,25,NA,0,0,1,1,0,0,0
"Preaching to the Perverted",1997,100,NA,4.8,209,"R",0,0,1,1,0,0,0
"Prebroyavane na divite zaytzi",1973,69,NA,4.7,13,NA,0,0,1,0,0,0,0
"Precio de un hombre, El",1966,95,NA,6.9,23,NA,0,0,0,0,0,0,0
"Preciosa puesta de sol, Una",2003,84,NA,7,6,NA,0,0,0,1,0,0,0
"Precious Find",1996,85,NA,3.6,148,"R",0,0,0,0,0,0,0
"Precious Images",1986,8,NA,9.2,64,NA,0,0,0,0,1,0,1
"Predator",1987,107,18000000,7.4,25254,NA,1,0,0,0,0,0,0
"Predator 2",1990,108,NA,5.5,9858,NA,1,0,0,0,0,0,0
"Predatori di Atlantide, I",1983,98,NA,4.1,83,NA,1,0,0,0,0,0,0
"Predators From Beyond Neptune",1999,80,NA,4.2,59,NA,0,0,1,0,0,0,0
"Predmestje",2004,90,NA,6.9,12,NA,0,0,0,1,0,0,0
"Predsedatel",1964,166,NA,6.9,6,NA,0,0,0,1,0,0,0
"Predskazaniye",1993,113,NA,4.9,45,NA,0,0,0,0,0,1,0
"Predstava Hamleta u Mrdusi Donjoj",1974,96,NA,7.1,20,NA,0,0,0,1,0,0,0
"Prefabricated Pink",1967,6,NA,6.2,10,NA,0,1,0,0,0,0,1
"Preferans po Pyatnitsam",1984,93,NA,5.1,5,NA,0,0,0,1,0,0,0
"Preferisco il rumore del mare",2000,84,NA,6.5,135,NA,0,0,0,0,0,0,0
"Prefetto di ferro, Il",1977,110,NA,6.3,14,NA,0,0,0,1,0,0,0
"Prefontaine",1997,106,8000000,6.4,949,NA,0,0,0,1,0,0,0
"Prega il morto e ammazza il vivo",1971,90,NA,5.6,24,NA,0,0,0,0,0,0,0
"Pregi",2004,91,NA,7.4,109,NA,0,0,0,1,0,0,0
"Pregnant Moment, A",1999,24,NA,4.5,6,NA,0,0,0,0,1,0,1
"Prego, O",1997,11,NA,8.4,5,NA,0,0,1,0,0,0,1
"Prehistoric Pink",1968,6,NA,6.2,9,NA,0,1,0,0,0,0,1
"Prehistoric Porky",1940,7,NA,6.9,15,NA,0,1,1,0,0,0,1
"Prehistoric Women",1950,74,NA,2.3,47,NA,0,0,0,0,0,0,0
"Prehistoric Women",1967,90,NA,4.4,84,NA,0,0,0,0,0,0,0
"Prehysteria!",1993,81,NA,3.8,183,NA,0,0,1,0,0,0,0
"Preku ezero",1997,102,NA,2.8,12,NA,0,0,0,0,0,0,0
"Prelude",2000,6,NA,6.3,18,NA,0,0,0,0,0,0,1
"Prelude to Fame",1950,78,NA,6.6,10,NA,0,0,0,1,0,0,0
"Prelude to Love",1995,83,NA,2.8,13,"R",0,0,0,1,0,0,0
"Prelude to War",1943,53,NA,7.7,118,NA,0,0,0,0,1,0,0
"Prelude to a Kiss",1992,105,NA,5.5,1899,NA,0,0,1,0,0,1,0
"Prelude: Dog Star Man",1962,25,NA,6.5,93,NA,0,0,0,1,0,0,1
"Prem Pujari",1970,192,NA,6.7,7,NA,0,0,0,0,0,1,0
"Premature Burial, The",1962,81,NA,6.1,346,NA,0,0,0,0,0,0,0
"Premeditation",2004,23,NA,2,8,NA,0,0,0,1,0,0,1
"Premier amour",2001,8,NA,6.3,21,NA,0,0,0,1,0,0,1
"Premier juillet, le film",2004,90,NA,5.7,34,NA,0,0,1,0,0,0,0
"Premier mai",1958,85,NA,6.8,6,NA,0,0,1,0,0,0,0
"Premier rendez-vous",1941,91,NA,6.8,7,NA,0,0,1,0,0,0,0
"Premiere i helvede",1964,78,NA,5.5,8,NA,0,0,0,0,0,0,0
"Preminger: Anatomy of a Filmmaker",1991,119,NA,7.9,17,NA,0,0,0,0,1,0,0
"Premiya",1974,83,NA,7.6,7,NA,0,0,0,1,0,0,0
"Premonition",1972,83,NA,2.8,8,NA,0,0,0,0,0,0,0
"Premonition, The",1976,94,NA,3.7,21,NA,0,0,0,0,0,0,0
"Premutos - Der gefallene Engel",1997,110,NA,5.7,248,NA,0,0,0,0,0,0,0
"Prendimi e portami via",2003,90,NA,5.9,17,NA,0,0,0,0,0,0,0
"Prendimi l'anima",2002,90,NA,7,143,NA,0,0,0,1,0,1,0
"Preppies",1982,79,NA,3.2,45,NA,0,0,1,0,0,0,0
"Prerokbe Ognja",1996,90,NA,8.1,14,NA,0,0,0,0,1,0,0
"Presence of Mind",1999,94,3000000,5.6,98,NA,0,0,0,1,0,0,0
"Present with a Future, The",1943,3,NA,7.7,70,NA,0,0,0,0,0,0,1
"Presenting Lily Mars",1943,102,NA,6.1,101,NA,0,0,0,0,0,0,0
"Presents",1981,99,NA,7.3,9,NA,0,0,0,0,0,0,0
"Preservation",2003,52,NA,9.5,6,NA,0,0,0,1,0,1,0
"President Clinton: Final Days",2000,6,NA,8.1,240,NA,0,0,1,0,0,0,1
"President McKinley Taking the Oath",1901,1,NA,3.8,9,NA,0,0,0,0,1,0,1
"President McKinley and Escort Going to the Capitol",1901,2,NA,3.5,6,NA,0,0,0,0,1,0,1
"President McKinley at Home",1897,1,NA,4.9,62,NA,0,0,0,0,1,0,1
"President Roosevelt at the Dedication Ceremonies, Saint Louis Exposition",1903,1,NA,3.6,5,NA,0,0,0,0,1,0,1
"President Vanishes, The",1934,80,NA,5.7,9,NA,0,0,0,1,0,0,0
"President Versus David Hicks, The",2004,81,NA,7.3,7,NA,0,0,0,0,1,0,0
"President's Analyst, The",1967,103,NA,7.1,700,NA,0,0,1,0,0,0,0
"President's Lady, The",1953,96,NA,6.3,126,NA,0,0,0,1,0,0,0
"President's Mystery, The",1936,80,NA,6.8,8,NA,0,0,0,0,0,0,0
"Presidio, The",1988,97,NA,5.8,3175,NA,1,0,0,0,0,0,0
"Presque rien",2000,100,NA,6.6,735,"R",0,0,0,1,0,1,0
"Press Any Button",2003,8,NA,5.6,5,NA,0,0,0,0,0,0,1
"Press Run",1999,93,NA,3.8,40,"R",0,0,0,0,0,0,0
"Press for Time",1966,98,NA,4.9,46,NA,0,0,1,0,0,0,0
"Pressure",1976,120,NA,7.5,10,NA,0,0,0,1,0,0,0
"Pressure Point",1962,91,NA,6.8,124,NA,0,0,0,1,0,0,0
"Pressure Point",1997,97,NA,3.5,20,NA,1,0,0,1,0,0,0
"Pressure Point",2001,90,NA,4.6,58,"PG-13",1,0,0,0,0,0,0
"Pressurecooker",1997,13,NA,2.7,72,NA,0,0,0,1,0,0,1
"Prest-O Change-O",1939,7,NA,6.3,23,NA,0,1,1,0,0,0,1
"Prestami tua moglie",1980,99,NA,2.5,6,NA,0,0,1,0,0,0,0
"Prestige",1932,71,NA,6.8,21,NA,0,0,0,1,0,0,0
"Preston Tylk",2000,93,NA,5.2,131,"R",0,0,0,0,0,0,0
"Prestupleniye i nakazaniye",1969,221,NA,7.3,50,NA,0,0,0,1,0,0,0
"Presumed Guilty: Tales of the Public Defenders",2002,116,NA,6.8,8,NA,0,0,0,0,1,0,0
"Presumed Innocent",1990,127,NA,6.8,5608,NA,0,0,0,1,0,0,0
"Prete sposato, Il",1971,98,NA,4.8,8,NA,0,0,0,0,0,0,0
"Pretend",2003,75,150000,7,8,NA,0,0,0,1,0,0,0
"Pretender, The",1947,69,NA,7,8,NA,0,0,0,1,0,0,0
"Pretender, The",1987,38,NA,3.7,7,NA,0,0,0,1,0,0,1
"Pretfilm",1976,102,NA,7.3,10,NA,0,0,0,0,0,0,0
"Pretora, La",1976,98,NA,5.4,14,NA,0,0,1,0,0,0,0
"Pretty Baby",1950,92,NA,6.2,18,NA,0,0,1,0,0,0,0
"Pretty Baby",1978,109,NA,6.3,1227,NA,0,0,0,1,0,0,0
"Pretty Boy Floyd",1960,96,NA,5.8,17,NA,0,0,0,1,0,0,0
"Pretty Boys",2002,47,NA,5.9,5,NA,0,0,0,0,1,0,0
"Pretty Girl, The",2002,7,NA,6.2,29,NA,0,0,0,0,0,0,1
"Pretty Maids All in a Row",1971,91,NA,5.6,203,NA,0,0,1,0,0,0,0
"Pretty Peaches",1978,82,NA,5.8,63,NA,0,0,1,0,0,0,0
"Pretty Peaches 2",1987,82,NA,6.5,24,NA,0,0,0,0,0,0,0
"Pretty Poison",1968,89,1800000,7.3,263,NA,0,0,0,0,0,1,0
"Pretty Polly",1967,102,NA,5.5,25,NA,0,0,1,1,0,1,0
"Pretty Smart",1986,84,NA,5,87,NA,0,0,1,1,0,0,0
"Pretty When You Cry",2001,90,NA,4.1,107,"R",0,0,0,1,0,0,0
"Pretty Woman",1990,125,14000000,6.6,23316,NA,0,0,1,0,0,1,0
